GEOID,population_density,population,median_age,below_poverty_level,median_income,average_household_size
12105012113,1504.289874,6529,41.5,832,68140,2.950000048
12086008305,3774.638506,5056,39.90000153,271,92500,2.930000067
12086490100,6539.633281,1620,50.20000076,195,46750,3.00999999
12086006709,35718.72893,1283,37,133,109409,1.600000024
12099006604,7499.060856,5786,41.40000153,694,58795,3.390000105
12035060210,2335.686126,4618,50.59999847,746,49500,2.589999914
12011070204,2425.191705,5845,26,1503,44110,2.680000067
12117022206,2673.636254,5974,35.20000076,846,60856,2.49000001
12011020323,9413.638004,4046,34.09999847,799,53909,3.289999962
12101030303,2075.707985,3438,53.70000076,423,62569,2.309999943
12103024701,5944.267476,3703,46.59999847,925,24860,2.349999905
12031016722,3085.708805,8295,37,655,53307,2.5
12101032111,1747.74356,4559,38.59999847,274,106679,3.039999962
12057013100,115.2123571,2971,34.29999924,504,50134,3.039999962
12005001600,1388.091552,3169,49.29999924,1157,28403,2.329999924
12103025113,3657.282605,2804,53.09999847,352,63964,2.200000048
12127090903,2249.426855,4610,58.79999924,317,70463,2.140000105
12015030200,1459.545993,8088,56.70000076,545,50048,2.440000057
12095012500,2893.905975,2314,49.09999847,308,58920,2.230000019
12059960300,36.01449075,3233,41,661,36932,2.630000114
12099007202,3289.005889,4571,37.70000076,482,77911,2.579999924
12127080500,3193.518092,2735,48.59999847,487,37019,2.25999999
12086001802,10221.94867,4392,36.40000153,1435,30307,3.130000114
12099004811,2792.88262,3916,42.20000076,72,85024,3.049999952
12057005102,14822.27369,4025,39.40000153,234,108732,1.809999943
12057011615,8569.124124,4810,31.60000038,1129,41513,2.910000086
12031014413,1188.921722,5535,42.70000076,124,83317,2.640000105
12105014125,581.3587626,6311,33.09999847,1052,43174,3.140000105
12065250101,85.04316042,5920,41.59999847,910,47232,2.130000114
12057014104,143.8248281,1592,64.19999695,183,33036,1.850000024
12071020501,2495.649162,2691,71.5,363,31868,1.659999967
12081000101,3115.104835,1729,65.90000153,244,44148,1.529999971
12023110602,173.6091215,5030,36.79999924,295,65647,3.069999933
12055960101,65.25219826,2931,68,268,52035,2.089999914
12011050207,5019.154866,7539,43.09999847,1149,49320,2.869999886
12011060206,8665.108611,5211,45.29999924,630,41385,2.650000095
12031000300,1964.801804,2227,36.20000076,923,23438,2.630000114
12099007616,5089.232578,2983,65.30000305,140,68472,1.860000014
12061050702,2010.66094,5981,47.20000076,751,70806,3.029999971
12103022501,4418.803733,4934,42.40000153,423,52634,2.029999971
12103021200,5593.325866,2846,39.29999924,1210,26812,2.789999962
12095013512,8045.613971,6233,30.60000038,1403,31871,2.829999924
12081000306,8512.126726,6544,34.79999924,1778,35091,2.920000076
12057011506,1894.378306,8947,36.29999924,592,105873,2.75999999
12115002305,1895.50898,1416,71.09999847,213,60408,1.730000019
12111380600,5080.457192,4052,36.40000153,1131,41461,3.220000029
12103025109,5309.74875,4332,48.40000153,507,42643,2.400000095
12069030601,1949.435032,4478,50.90000153,644,35741,2.210000038
12103024505,3318.08519,6822,48.09999847,512,54325,2.450000048
12103027703,3703.882325,1002,63,53,85114,1.820000052
12086004607,12644.4391,3244,47.29999924,191,129625,2.519999981
12103028600,4522.600581,4608,48.70000076,711,39004,1.470000029
12033003000,2590.720495,6066,38.59999847,1206,40716,2.230000019
12087990000,NULL,0,NULL,0,NULL,NULL
12086008902,7267.65604,7190,46.5,805,55956,3.130000114
12031014330,818.020886,4948,51.40000153,377,113529,2.829999924
12099005947,2737.942498,4378,77.09999847,259,67016,1.75
12073001602,1075.045177,3153,53.5,103,95577,2.25
12105012125,886.2965517,3193,36.90000153,728,46208,3.730000019
12105011722,529.8266097,3183,50.40000153,831,28604,2.289999962
12127090902,1430.036001,10715,44.90000153,881,59575,2.670000076
12085001500,324.5284225,3768,57.59999847,390,88382,2.309999943
12101032300,118.7938695,2741,41.79999924,188,76319,3.099999905
12103026102,4053.215626,1254,50,75,42083,2.059999943
12015020400,436.0138203,9812,61.20000076,1474,54942,2.470000029
12011070315,1881.699798,5637,40.5,204,121419,3.5
12086001102,7858.815168,5650,30.39999962,692,75451,3.890000105
12023110201,191.1773118,4132,43.20000076,758,48000,2.529999971
12127091022,1878.353495,8499,40.09999847,1138,55488,3.190000057
12009068200,2312.748999,2908,53.29999924,150,57647,2.029999971
12086010201,445.0507154,4269,39.5,362,80000,3.730000019
12011041802,8403.171471,3690,45.59999847,463,41742,1.669999957
12086008208,4418.101836,4913,36.29999924,457,72359,3.24000001
12086017300,12489.31571,4597,47.79999924,766,60750,3.099999905
12105012410,159.8218693,2466,41.59999847,176,61900,2.900000095
12103024513,2204.892856,3952,67.59999847,387,48194,2
12101033012,3733.669189,2631,49.20000076,313,29724,2.210000038
12095017600,2431.46983,5090,30.5,1554,37736,3.329999924
12107950202,36.71515873,3489,47.90000153,1037,39543,2.609999895
12011041200,4851.819706,4924,30.79999924,1848,37522,3.519999981
12015020101,1967.050924,7580,54,1081,52791,2.569999933
12117020704,2333.296235,7567,42.79999924,485,103433,2.410000086
12091022100,4356.260635,3485,38.5,785,43074,2.5
12011060607,4649.728485,3124,44.09999847,208,112400,3.109999895
12069030106,25.61642451,1392,44.79999924,348,36149,2.549999952
12099007617,3186.486917,1648,74.09999847,76,83875,1.700000048
12053041502,277.2269113,3578,56.29999924,424,49116,2.309999943
12095015106,4558.283506,8502,31.5,1807,54444,3.549999952
12031010500,475.8251684,16844,32.90000153,2917,54287,3.140000105
12099007006,2940.36773,4609,67.30000305,295,101016,1.909999967
12099004815,5329.646293,7086,42.20000076,621,56839,2.809999943
12086000113,22724.18911,7966,50,665,61991,2.109999895
12075970500,59.72706368,7526,54.29999924,1274,44409,2.430000067
12086980300,9445.614852,4755,19.70000076,33,NULL,2.829999924
12086000410,8051.904116,4444,37.29999924,776,44009,4.059999943
12095017012,2931.690635,2825,41.5,190,76818,3.109999895
12035060208,574.9434595,8072,35.79999924,1521,51360,3.150000095
12115002712,828.1322383,35818,42.79999924,2930,62845,2.890000105
12011050310,4820.329226,4723,58.59999847,641,37624,2.109999895
12009069700,3522.299993,2399,45.09999847,448,41106,2.319999933
12085001302,2670.914275,4437,62.40000153,324,70313,2.180000067
12099005918,2511.954628,5407,36.20000076,267,79893,3.220000029
12109021002,2232.439999,4812,39.5,1337,42772,2.799999952
12101030205,1724.637547,2263,48.79999924,389,48938,2.200000048
12011060109,2308.396446,2970,55,182,61652,2.349999905
12031013727,3063.444405,7836,36.29999924,739,72833,2.829999924
12103025700,2347.234733,4091,57.59999847,99,96631,2.369999886
12081001404,2636.726817,3818,41.20000076,348,64156,3.210000038
12011030202,856.04432,1588,35.70000076,376,39464,2.920000076
12053040601,74.94356827,2544,50,206,49550,2.539999962
12031002702,5018.853016,4198,32.79999924,1436,30923,2.849999905
12095014605,4675.647567,4199,44.90000153,707,39356,2.940000057
12031011300,2983.280616,2964,35.40000153,866,31038,2.630000114
12087971800,3663.298804,5740,40.20000076,721,63036,2.809999943
12021010210,1340.361771,3683,71.30000305,453,75500,1.820000052
12111382109,384.228689,13191,58.59999847,515,77529,2.380000114
12057010502,2887.245027,2816,33.70000076,630,48861,2.75999999
12011100105,26153.19382,2578,61.20000076,361,54419,1.669999957
12069031000,195.1706056,7765,53.40000153,664,64981,2.339999914
12031015926,2354.720986,7155,31.29999924,583,54848,2.140000105
12099005950,4233.180119,4793,39.59999847,73,101953,2.789999962
12011090802,6259.244075,4467,45.09999847,206,56058,2.599999905
12071001402,2880.221964,2845,42,178,83654,2.829999924
12031016400,3365.391746,5850,38.5,509,64389,2.349999905
12073002101,3594.289309,4250,28,666,40867,2.049999952
12101031006,7557.920569,1908,36.29999924,472,38011,2.440000057
12095015601,3114.031855,2261,41.5,30,115313,2.920000076
12105012403,259.5995147,16443,36.90000153,1800,60423,3.319999933
12071001802,3113.707892,2563,67.5,157,75781,2.049999952
12097043302,1188.229407,13799,38.90000153,1022,57368,3.25
12109020801,2036.396537,8609,39,157,98125,2.930000067
12095011702,3060.287973,2834,39.59999847,629,28377,2.450000048
12086000608,14248.95294,6678,49.40000153,1929,28024,2.849999905
12011031102,4554.205358,3013,53.5,233,61719,1.889999986
12115000700,1893.779349,2843,67.59999847,106,108750,1.769999981
12057007001,4256.229333,3787,39.29999924,517,53514,2.339999914
12101031011,3923.724973,2638,49,545,36108,2.269999981
12103020301,3666.620218,3063,47.29999924,528,48611,2.480000019
12057005900,4467.505152,6465,44.90000153,180,139295,2.539999962
12021011204,1060.43674,4745,31.5,2072,27804,3.950000048
12086011201,1543.241413,7141,28.5,2283,48352,4.170000076
12105010900,4495.345362,4555,36.79999924,943,30692,2.720000029
12127082508,1823.707061,4688,47.5,429,70527,2.619999886
12105012502,313.5663171,10127,37.79999924,1081,55394,3.269999981
12086004000,4576.970844,4837,34,322,102023,2.769999981
12055961700,76.29636596,5065,59.40000153,1111,36848,2.210000038
12111381701,1896.546269,2529,71,254,71295,1.679999948
12111381000,195.028784,1353,44,217,50865,2.319999933
12069031307,1722.112046,19513,41.90000153,1405,59788,2.799999952
12095012305,7061.534035,8139,29.89999962,1606,40540,3.130000114
12127080600,2196.781813,3331,50.20000076,564,44420,2.170000076
12005002605,2932.324179,1412,45.09999847,228,51086,2.180000067
12011080200,259.524196,910,57.40000153,79,55583,2.109999895
12057014121,858.5752336,5610,41.40000153,315,103598,2.910000086
12086004205,16773.69993,2415,43.70000076,336,50000,1.889999986
12083001208,2412.967293,3948,43.90000153,528,46434,2.660000086
12031014601,1254.520084,5501,48.70000076,361,106937,2.559999943
12113010900,1382.313362,6546,49,360,92267,2.319999933
12057013503,3807.24147,3865,39.29999924,904,41506,3.230000019
12021990000,NULL,0,NULL,0,NULL,NULL
12099980400,0,0,NULL,0,NULL,NULL
12009063000,1383.909935,4311,44,339,78609,2.730000019
12011040206,6400.152327,2626,50.09999847,120,64889,1.639999986
12027010102,25.97058927,4730,47.70000076,1236,49844,3.019999981
12086009035,1503.113792,6006,34.40000153,853,55302,2.630000114
12129010202,53.56136739,8389,40.90000153,827,44695,2.220000029
12103025415,5248.284822,2834,58.90000153,273,42907,2.019999981
12095016728,5260.872869,5788,40.59999847,305,79167,3.089999914
12011060124,10049.84664,5761,40.90000153,1091,37804,2.269999981
12086005103,23456.90275,2993,41.20000076,912,26199,3.019999981
12095015103,3258.072006,6797,38.29999924,438,54278,2.599999905
12105010603,2909.828662,3989,45.59999847,102,81394,2.809999943
12031011800,670.4247443,2938,35.59999847,847,32971,2.660000086
12099005930,3639.668835,3801,62.70000076,191,51631,2.049999952
12099001003,2095.382967,4818,41.90000153,414,76629,2.74000001
12033002000,1799.887589,2064,43.20000076,408,33103,2.180000067
12001001100,2290.712423,6977,44.09999847,649,78244,2.400000095
12105012411,295.9892072,6474,35.20000076,913,48594,3.329999924
12099007744,2748.851367,3073,65.19999695,154,42472,1.909999967
12015020800,4615.095505,5094,43.5,1018,41270,2.670000076
12099005916,6249.413316,7703,36.29999924,969,77813,3.329999924
12095010200,7105.967424,4935,36.79999924,535,87870,1.74000001
12105012602,1418.151581,6149,29.5,2025,32500,3.920000076
12113010200,24.14122723,3725,45.09999847,193,53710,2.369999886
12079110200,13.47366512,3607,44,1329,34143,2.640000105
12099007749,1814.399912,6535,51.20000076,927,85737,2.630000114
12086004701,4393.94741,4769,44.70000076,204,77560,2.769999981
12086009046,22129.94333,1411,36,255,62750,4.099999905
12011020312,5976.778177,5530,34.20000076,255,68996,3.549999952
12099007747,7245.989056,2740,73,262,35147,1.480000019
12115001801,1934.045181,3354,60.29999924,250,77740,2
12099007418,5388.444415,1025,69.40000153,57,115592,1.639999986
12057003800,1227.600917,1040,36.59999847,299,34773,2.380000114
12117021614,6246.338054,6155,39.90000153,633,64702,2.920000076
12107950800,1719.838615,3402,27.20000076,1467,31656,2.960000038
12105010300,1948.25555,3750,45.59999847,1041,40716,2.49000001
12086010011,9138.070534,6900,32.20000076,2590,24243,3.220000029
12073000904,3507.283354,3675,33.09999847,223,58294,2.00999999
12053040906,1715.756587,7377,41.09999847,436,52040,2.859999895
12011050306,11306.4085,4540,31,866,37407,3.410000086
12081001908,2474.497051,6475,59.09999847,384,57379,2.349999905
12105015500,994.6252129,4206,35.20000076,1062,32337,2.75999999
12086006302,10367.7993,5610,45.70000076,580,52739,2.839999914
12105013103,369.516563,997,36.29999924,334,34844,3.00999999
12086012400,948.088584,10128,37.5,458,113167,3.849999905
12081000105,4744.575683,4919,36.29999924,1644,30077,2.960000038
12031013404,4108.931871,3064,32,226,35755,2.25
12023110901,77.91087563,5692,48.20000076,742,41529,2.549999952
12033001600,3128.153171,2827,35.20000076,598,23083,3.289999962
12011060127,6232.689014,3217,34.90000153,601,43281,2.430000067
12011060801,1635.740964,1726,45.09999847,138,81429,2.75
12057011710,4121.024704,6355,32.70000076,836,70379,2.289999962
12011041100,7957.429141,5308,37.40000153,651,40300,2.99000001
12057011108,1366.213685,1561,55.70000076,94,69130,2.200000048
12097041100,1046.777436,21835,34.5,3008,49103,4.260000229
12011060304,11081.3721,3220,32.29999924,637,36140,3.670000076
12087970700,979.7421501,2692,42.5,129,68125,2.730000019
12105014901,2572.365035,11143,33.29999924,733,66678,3.329999924
12086010006,7830.297997,7808,34.40000153,1614,42777,3.859999895
12073000200,2468.417193,4360,34.5,592,47105,1.870000005
12057011204,3787.339059,6108,41.29999924,801,48582,2.450000048
12011070319,6651.516614,4738,40.40000153,108,141800,3.369999886
12105011203,3317.656404,3720,35,1564,21841,2.819999933
12101031706,1472.324074,3170,49.70000076,125,69853,2.279999971
12081000408,4787.070921,5583,62.09999847,437,47534,2.130000114
12099005954,4138.827748,4153,73.09999847,212,52840,1.870000005
12086000707,18106.49013,7012,47.09999847,1576,41085,3.450000048
12057011514,3803.732013,5984,43.90000153,321,79011,2.769999981
12019030400,3904.037729,2442,34.79999924,822,39527,3.00999999
12105011902,557.796777,3659,39.29999924,240,64479,2.920000076
12031002102,6887.796417,2575,31.79999924,141,78922,2.130000114
12115000502,3326.880172,3153,46.20000076,275,58148,2.059999943
12097040802,317.4367504,9885,34.90000153,1360,59140,2.670000076
12123950400,15.68813831,8171,42.09999847,681,37500,2.349999905
12091020302,73.58612661,6444,35.79999924,442,64128,2.579999924
12099007743,2228.387654,4778,44.79999924,394,76204,2.720000029
12103027801,4862.734403,1588,62.5,131,66923,1.929999948
12103027101,4768.428065,4068,64.40000153,871,29160,1.720000029
12099006912,3070.941262,4294,42.20000076,246,80944,2.160000086
12009061201,1449.389332,7656,43,1584,59823,2.529999971
12033002804,2254.025919,3459,22.20000076,113,50268,2.609999895
12103025012,3479.721632,5308,47.70000076,403,61750,2.309999943
12053041006,3020.606959,7339,39.70000076,1799,54611,2.950000048
12069030410,302.7106416,3395,54.29999924,231,71330,2.470000029
12005001000,1410.350429,2129,43,613,32500,2.890000105
12117021608,4156.598068,6301,39.59999847,839,51005,2.410000086
12011061002,3364.05619,10000,37.09999847,624,78961,2.710000038
12083002302,1354.900195,7540,36.79999924,512,64451,2.960000038
12081000106,4870.753652,4662,28.60000038,1359,42156,4.170000076
12031010201,1367.838084,10301,32.90000153,1059,54167,2.690000057
12099007721,279.8008924,4826,46.20000076,254,106771,2.809999943
12099000101,3522.637933,6966,48.79999924,537,84239,2.410000086
12099003400,5386.111802,4152,39.40000153,557,49500,2.269999981
12001001908,46.61652671,4922,40.40000153,544,44913,2.700000048
12011070306,1291.960992,8455,42.29999924,136,159375,3.50999999
12031014333,3874.793553,3554,35.29999924,191,73709,2.559999943
12105011909,1600.94198,3073,40.40000153,148,81722,2.940000057
12001001521,3574.133495,4221,23.79999924,1857,24639,2.180000067
12111380902,1352.751328,5980,39.5,1784,29094,3.160000086
12069030912,2948.298881,6367,42.59999847,1187,47243,2.380000114
12095014200,3261.087804,9980,33.70000076,1906,43125,3.25999999
12111382111,3134.983337,15061,38.09999847,1370,60501,3.170000076
12057013920,120.3692532,4007,34,343,76466,3.099999905
12095012403,2249.123374,6007,32.90000153,1251,39432,3.230000019
12011061001,3565.745761,6595,46.59999847,88,129031,3.00999999
12086009200,7895.283336,3591,45.09999847,372,63906,3.690000057
12105014005,1636.659706,3475,47.70000076,265,74241,2.539999962
12015020201,2771.289887,9120,50.79999924,797,60879,2.809999943
12057013801,499.9994215,2701,32.59999847,708,46250,3.309999943
12127081101,5101.645393,2705,58.09999847,387,38891,1.870000005
12085001408,3694.167098,3707,47.29999924,479,38444,2.220000029
12099006908,4519.479611,4239,59.20000076,725,51458,2.059999943
12019030303,3581.641432,3329,34.09999847,236,58597,2.480000019
12009061202,256.8687246,3396,51.20000076,246,71823,2.200000048
12011042500,10157.80265,7953,36.20000076,787,90781,1.710000038
12031016601,1500.653959,6319,30.10000038,1244,35352,2.140000105
12105015200,968.050038,3779,39.79999924,841,30913,2.700000048
12086000705,10354.174,5101,51.70000076,1245,21411,2.49000001
12005000806,1339.488277,3519,37.70000076,458,52711,2.75
12101032200,353.0746235,5545,37.59999847,470,75121,2.710000038
12011080406,7765.022999,5820,39.5,567,74191,2.809999943
12115000801,2233.714318,2160,71.19999695,57,165208,2.099999905
12099005933,6171.284032,2821,75.19999695,323,37803,1.49000001
12115002008,3034.452701,3144,54.59999847,54,64125,2.069999933
12011100400,8671.552143,6627,32.79999924,1631,34784,3.220000029
12009064125,2079.620744,6491,48.20000076,494,54736,2.75999999
12053041600,80.49552962,5394,64.09999847,537,46465,1.960000038
12001002218,2696.354966,1733,26.89999962,535,35500,2.180000067
12101031102,4196.584891,5396,60.29999924,867,42092,2.029999971
12053041401,2415.065387,5902,36.70000076,1542,35915,2.630000114
12111382006,937.6605236,8866,51.70000076,417,81125,2.660000086
12001001814,372.5005428,2650,39.90000153,116,82574,2.930000067
12033002704,1013.18234,6467,33.90000153,1093,42433,2.549999952
12083000200,114.582377,6886,50.09999847,1962,34489,2.410000086
12011042000,2874.194581,2816,56.40000153,97,111620,1.870000005
12011110313,11406.5058,6404,34.20000076,702,51623,3.289999962
12057014122,1729.093585,6775,31.5,1326,64673,3.329999924
12127090806,1388.18821,4749,41.09999847,777,34107,2.200000048
12086000806,6376.64013,4775,49.20000076,1456,25369,2.640000105
12127082506,2160.312021,4070,58.5,593,35045,1.919999957
12111380300,4939.667165,6354,31.29999924,3210,20371,3.170000076
12011010701,6397.260117,6094,37.59999847,1070,39623,3.329999924
12009060102,309.9122621,3305,53.5,438,50552,2.619999886
12009063102,1671.989724,8181,50.5,40,77770,2.279999971
12101032903,1348.262131,3365,67.5,312,42595,2
12119911000,3114.168248,1783,39.29999924,0,36413,NULL
12105012900,1269.153481,6020,37.79999924,1164,49891,2.700000048
12099005816,6603.192821,5969,38.70000076,527,65625,2.849999905
12083002203,1648.930012,6932,44.59999847,882,59420,2.710000038
12081000603,7045.450149,4126,46.09999847,887,38980,2.690000057
12101030412,3701.071336,2766,34.90000153,644,36417,2.24000001
12011110324,1499.669991,15938,38.40000153,359,126208,3.710000038
12105012601,3132.906364,5738,40.40000153,1601,37448,3.200000048
12086990000,NULL,0,NULL,0,NULL,NULL
12115002713,33.92232494,9730,57.29999924,842,82786,2.730000019
12009066800,2555.52824,1543,35.29999924,85,77679,2.829999924
12103025208,3893.362382,1653,60.90000153,230,43148,1.870000005
12083002201,1440.502218,3412,45.09999847,545,42109,2.569999933
12086001603,8564.018426,3244,50.20000076,565,53281,3.00999999
12011020321,4280.732657,1967,43.29999924,76,108229,3.289999962
12101030410,3561.238222,1961,57.90000153,404,28302,1.99000001
12105012306,25.07204659,2174,44.79999924,121,60781,2.99000001
12011010401,6953.455486,4973,38.59999847,305,76940,2.839999914
12086006702,14903.11731,11074,30.89999962,1502,94226,1.909999967
12127090702,1836.681361,5348,40.40000153,889,43887,2.549999952
12103025414,2704.55396,2614,55.5,248,38518,2.089999914
12015020602,2988.275585,3493,49.29999924,716,41528,2.559999943
12131950601,307.2381461,12535,45.40000153,869,78377,2.349999905
12099005601,7917.985739,5395,33.90000153,1103,44539,3.630000114
12009064902,2923.446457,3938,40.59999847,1642,20705,2.390000105
12083001104,701.5362786,6999,46.59999847,1255,41541,2.420000076
12103024511,4218.269268,9058,33.20000076,1143,53024,1.899999976
12105010502,3372.549518,4149,43,182,64464,2.630000114
12073002603,246.6590917,4622,42.40000153,877,43980,2.410000086
12055960800,2756.259919,2715,35.20000076,686,32139,2.849999905
12103022602,5295.264517,4545,41.5,353,64281,2.49000001
12101030905,3280.260623,3497,41.79999924,582,45313,2.309999943
12119911701,1209.997193,10273,72.09999847,513,56132,1.909999967
12086000211,4476.111657,2812,39.40000153,376,53533,3.019999981
12001001805,125.3898246,1562,44.20000076,155,84922,2.869999886
12081000704,7567.493218,7307,30.60000038,1789,33093,3.619999886
12031001100,4600.908415,1889,35.90000153,272,49524,2.319999933
12086013700,11383.93821,6094,42.79999924,1175,41842,3.160000086
12009060400,1548.40106,4136,49.70000076,795,38521,2.539999962
12053040702,427.9476813,4766,51.59999847,790,50195,2.450000048
12086014900,10738.12841,5834,47.20000076,630,50690,3.779999971
12099007750,8791.468241,4864,34.79999924,796,55946,3.200000048
12071001602,1507.965754,3034,68.30000305,224,49022,1.879999995
12071000700,3162.670677,2660,41.40000153,824,26197,2.700000048
12117020806,3632.99765,7172,39.09999847,583,75583,2.859999895
12057013314,2572.786954,3175,37.90000153,99,71891,3.25
12099007762,1598.229431,2075,54.90000153,61,100388,2.700000048
12099004401,5612.531241,4215,38.79999924,818,68214,4.039999962
12086017900,4941.551648,8962,41.59999847,706,83296,3.579999924
12103021500,7149.315451,3607,63.5,548,46094,1.440000057
12011040802,7503.043191,4110,37.70000076,982,52015,2.130000114
12021010905,2102.029243,3320,69.30000305,242,104250,1.940000057
12021000402,6134.731951,1972,73.90000153,133,131181,1.710000038
12086010209,9739.582706,6004,37.70000076,964,67321,4.230000019
12057014015,1745.114711,1844,73.09999847,162,56838,1.850000024
12086005701,12683.94822,6990,49.59999847,1556,35840,2.99000001
12083002504,789.7739215,5155,54,1346,40577,2.039999962
12031001600,3055.715912,1497,29.60000038,705,15183,2.549999952
12115002724,3088.548959,2443,74.80000305,211,40281,1.639999986
12011070207,6826.244675,6945,40.59999847,534,63101,2.269999981
12117022106,4306.833045,7428,43.09999847,748,64387,2.460000038
12103025204,4764.673285,3362,56.79999924,466,49139,2.099999905
12127082415,4222.509153,2735,55.79999924,687,31920,1.980000019
12033001700,1478.567593,2565,39.5,933,30533,2.099999905
12009071322,1653.30005,9678,40.79999924,2166,41870,3.039999962
12011040402,2595.335529,2904,53.09999847,246,74940,2.069999933
12073000800,3825.567642,3362,32.20000076,530,55163,2.130000114
12101990000,NULL,0,NULL,0,NULL,NULL
12011042900,10381.42424,10133,29.39999962,1990,52863,4.420000076
12086012200,6865.462848,5525,44,452,90341,3.730000019
12119910100,129.3899661,3460,41.20000076,427,41657,2.470000029
12097042100,3249.136664,10763,32.20000076,2866,41928,3.339999914
12086007806,1788.651528,4174,42.70000076,271,250001,3.619999886
12009068501,4331.559089,2140,57.70000076,123,58261,1.830000043
12095016807,2948.788739,20252,35.79999924,1606,71594,3.640000105
12099007723,1413.044078,2600,47.5,62,123824,3.079999924
12086001302,7722.73645,5052,40.90000153,426,53631,2.019999981
12057005401,4014.196391,5452,37.09999847,255,91197,2.369999886
12083001102,953.742104,3163,39.79999924,508,37663,2.579999924
12011070321,4974.562989,3066,47,235,60897,2.529999971
12011090102,430.677596,1727,54.90000153,268,67991,1.820000052
12101031507,1529.656411,5679,48.70000076,146,80635,2.549999952
12086015600,11857.07372,4699,39.5,558,66458,3.079999924
12057001200,5527.149799,2943,36.20000076,634,33015,2.619999886
12109020602,580.5912746,22550,41,564,99265,2.910000086
12127083208,1295.763079,13562,50.09999847,1242,79533,2.549999952
12057000101,3387.510283,4414,25.20000076,1446,33622,2.539999962
12099007740,4423.518198,5830,52.79999924,519,69196,2.480000019
12086011900,5266.397588,5735,40,628,60387,3.359999895
12081000103,6132.264897,4698,28.70000076,1699,30594,3.579999924
12019030301,2302.482032,8960,37.20000076,1228,59236,2.700000048
12115002201,1360.150042,2932,63.79999924,193,59167,1.919999957
12091020700,1127.205643,11157,34.09999847,1186,57370,2.859999895
12095014704,9228.580754,15342,29.79999924,1776,55731,2.559999943
12065250200,12.42584831,4238,52.40000153,579,50880,2.109999895
12127081300,3390.209782,1792,55.5,240,48676,1.779999971
12101032801,159.8715194,1836,48.70000076,174,60313,2.559999943
12095017108,1396.608191,10158,37.40000153,918,92769,3.049999952
12009066302,4392.574698,4942,47.90000153,196,95598,2.539999962
12057980100,0,0,NULL,0,NULL,NULL
12083002702,93.68688495,6992,62.20000076,890,42310,2.130000114
12061050605,1173.041637,1813,70.30000305,249,47763,1.779999971
12071040113,274.1583794,1664,44.90000153,26,129432,3.369999886
12101032500,750.462305,6543,33,1074,53614,3.24000001
12021010904,2102.881811,1915,63.59999847,90,97563,2.049999952
12031015924,2131.227989,4762,40.40000153,740,60060,2.329999924
12011070205,1894.668875,6373,39.5,657,89074,3.400000095
12103028002,4214.0311,4321,57.79999924,277,93226,2.150000095
12009061100,1881.131551,6369,50,446,63170,2.470000029
12057006000,4572.739826,5698,40.59999847,225,142674,2.430000067
12115001903,2030.259817,1610,65.5,60,127500,1.970000029
12071050205,1443.32758,1739,41.5,319,51595,2.880000114
12071030201,426.7968726,1451,67.30000305,115,104625,2.160000086
12095016503,2943.645582,6159,26.60000038,1870,59458,2.769999981
12057005000,9062.333278,6476,20.39999962,960,29522,1.99000001
12091023307,2810.159161,2095,37.20000076,263,57900,2.49000001
12061050805,963.0612049,4103,60.70000076,742,44424,2.460000038
12069031101,233.5915812,7453,70,798,52806,2
12057011906,7720.600018,4705,38.40000153,768,45403,2.849999905
12105014003,3275.283194,3457,39.79999924,672,53472,2.5
12099005602,5249.700471,2795,53.70000076,254,66667,2.079999924
12086000218,10255.44274,3873,34,866,39950,4.099999905
12017451101,178.5521033,2295,44.29999924,312,42098,2.700000048
12095014908,6777.7922,8118,41.20000076,1227,43933,3.539999962
12086009015,19975.68639,5995,45.5,493,47463,2.619999886
12093910202,512.5929096,4576,34.59999847,845,41083,3.359999895
12009065022,2941.229993,5758,45.79999924,711,68245,2.809999943
12099007713,754.5985294,19012,42.79999924,564,148714,3.00999999
12103026601,4341.133596,3743,39.59999847,218,71563,2.75999999
12011110328,3845.04446,5227,38.59999847,325,85972,3
12057012304,3719.22942,4561,38.20000076,722,45185,2.579999924
12057011014,1469.234498,1416,27.89999962,44,65972,2.519999981
12009069901,70.37457743,8373,52.29999924,604,96111,2.599999905
12009060101,268.3880356,4281,47.40000153,631,59542,2.710000038
12099005917,4024.552943,4618,41.29999924,211,102031,3.210000038
12101031407,1171.857753,2596,59.79999924,367,39469,1.929999948
12009062400,1731.918242,8142,35.29999924,2219,33000,2.700000048
12057980500,8.278576834,19,11.89999962,0,NULL,3.799999952
12011042100,4069.133832,1976,56,258,66250,1.50999999
12095016408,4485.814163,2179,36.09999847,257,57348,2.410000086
12127082510,2239.637257,3598,52.5,547,40943,2.140000105
12033002500,454.4468067,3379,49.90000153,213,123125,2.420000076
12021010108,1830.868985,3171,50.70000076,151,86500,2.660000086
12083002601,121.3314167,7099,54,1458,41925,2.49000001
12113010502,318.2556753,8288,43.40000153,1194,65496,2.599999905
12101031405,4694.862316,1849,42.09999847,344,28750,2.369999886
12011060802,6311.039366,7138,37.20000076,1341,47957,3.24000001
12086008101,2216.190253,3875,44.79999924,68,194815,3.339999914
12011050900,5850.966233,5872,51.90000153,1024,68712,1.99000001
12073001002,4556.972313,2716,22.10000038,771,50473,3.339999914
12011010902,5714.124992,3095,53.70000076,128,75221,1.99000001
12031015501,3645.461986,3478,39.70000076,598,41167,2.49000001
12099003507,1887.699765,2455,65.59999847,134,250001,2.170000076
